"spotted","spot","našli","najít","pf"," Would he have been spotted if he 'd gone across crouching under a rug on the floor behind the driver 's seat? '"," Kdyby se přikrčil za sedadlo, nebo schoval pod přikrývku, našli by ho? """
"did","do","šel","jít","impf"," Says he threw it away, left it too late, came through too soon, should 've taken the outside, did n't put him right at the water, you name it, Bob did it wrong. '"," Prej dostih zahodil, šel dopředu moc pozdě, ale na špici byl moc brzo, šel špatně přes vodu, prostě všechno špatně. """
"experienced","experience","Nemám","mít","impf"," I said, ' I 'm not experienced in murder investigation. '"," "" Nemám žádné zkušenosti s vyšetřováním vražd, "" namítl jsem."
"paid","pay","platilo","platit","impf"," So the racecourse paid Robert Sherman to ride. '"," Závodiště platilo Roberta Shermana, aby tu jezdil. """
"ride","ride","jezdil","jezdit","impf"," So the racecourse paid Robert Sherman to ride. '"," Závodiště platilo Roberta Shermana, aby tu jezdil. """
"pay","pay","platili","platit","impf"," ' How much did they pay him? '"," "" Kolik mu platili? """
"rising","rise","Zvedl","zvednout","pf"," A rising breeze was stirring the fjord 's surface into proper little wavelets."," Zvedl se mírný vítr a zčeřil vody fjordu v drobné vlnky."
"did","do","neudělal","udělat","pf"," ' Because he did n't."," "" Protože to neudělal."
"did","do","neudělal","udělat","pf"," Over the last few weeks he 's had more chance than anybody, but he did n't do it. '"," Během posledních týdnů měl příležitostí víc než dost, víc než kdo jiný, ale neudělal to. """
"do","do","neudělal","udělat","pf"," Over the last few weeks he 's had more chance than anybody, but he did n't do it. '"," Během posledních týdnů měl příležitostí víc než dost, víc než kdo jiný, ale neudělal to. """
"behave","behave","nechovají","chovat","impf"," ' The rich do n't usually behave like that. '"," "" Bohatí lidé se tak většinou nechovají. """
"Meet","meet","Setkávám","setkávat","impf"," ' Meet them every day of the week, ' I said."," "" Setkávám se s nimi denně."
"conceded","concede","uznal","uznat","pf"," Arne conceded that the rich were n't necessarily all beastly and went off on some official tasks."," Arne uznal, že všichni majetní nejsou bestie a odešel za svými povinnostmi."
"went","go","odešel","odejít","pf"," Arne conceded that the rich were n't necessarily all beastly and went off on some official tasks."," Arne uznal, že všichni majetní nejsou bestie a odešel za svými povinnostmi."
"repeated","repeat","opakoval","opakovat","impf"," ' Brown envelope of blue pictures? ' he repeated."," "" Hnědá obálka s porno obrázky? "" opakoval po mně."
"returned","return","vrátili","vrátit","pf"," With darkness we returned to Knut 's office."," Když se setmělo, vrátili jsme se do Knutovy kanceláře."
"rang","ring","zatelefonovat","zatelefonovat","pf"," I borrowed his telephone and rang the Sandviks to apologise for my non-arrival."," Dovolil jsem se, jestli si smím zatelefonovat a zavolal jsem Sandvikovi, abych se omluvil, že jsem k němu nepřijel."
"rang","ring","zavolal","zavolat","pf"," I borrowed his telephone and rang the Sandviks to apologise for my non-arrival."," Dovolil jsem se, jestli si smím zatelefonovat a zavolal jsem Sandvikovi, abych se omluvil, že jsem k němu nepřijel."
"happened","happen","odehrálo","odehrát","pf"," The reality of whatever had happened had not yet tipped her into anger or fear or despair : but tomorrow, I thought, she might suffer all three."," To, co se odehrálo, jí se všemi důsledky ještě nedošlo, ještě neměla čas podlehnout hněvu, strachu nebo zoufalství, teprve ji to čekalo, možná všechno."
"thought","think","neměla","mít","impf"," The reality of whatever had happened had not yet tipped her into anger or fear or despair : but tomorrow, I thought, she might suffer all three."," To, co se odehrálo, jí se všemi důsledky ještě nedošlo, ještě neměla čas podlehnout hněvu, strachu nebo zoufalství, teprve ji to čekalo, možná všechno."
"suffer","suffer","neměla","mít","impf"," The reality of whatever had happened had not yet tipped her into anger or fear or despair : but tomorrow, I thought, she might suffer all three."," To, co se odehrálo, jí se všemi důsledky ještě nedošlo, ještě neměla čas podlehnout hněvu, strachu nebo zoufalství, teprve ji to čekalo, možná všechno."
"rang","ring","Volal","volat","impf"," ' He rang Per Bjorn Sandvik 's house twice, but they said he was n't in."," "" Volal dvakrát Pera Björna Sandvika do bytu, ale řekli mu, že není doma."
"said","say","řekli","říci","pf"," ' He rang Per Bjorn Sandvik 's house twice, but they said he was n't in."," "" Volal dvakrát Pera Björna Sandvika do bytu, ale řekli mu, že není doma."
"think","think","Myslím","myslet","impf"," I do n't think he ever drove, when he came. '"," Myslím, že tu nikdy sám s autem nejezdil. """
"drove","drive","nejezdil","jezdit","impf"," I do n't think he ever drove, when he came. '"," Myslím, že tu nikdy sám s autem nejezdil. """
"came","come","nejezdil","jezdit","impf"," I do n't think he ever drove, when he came. '"," Myslím, že tu nikdy sám s autem nejezdil. """
"awaiting","await","čekaly","čekat","impf"," I knew from a file of statements which had been awaiting my arrival at the hotel that Bob Sherman had been expected to leave the racecourse by taxi to catch the late flight to Heathrow."," Věděl jsem z celé slohy protokolů, které na mne čekaly po příletu v hotelu, že Bob Sherman měl odjet ze závodiště taxíkem, aby stihl večerní let do Heathrow."
"expected","expect","čekaly","čekat","impf"," I knew from a file of statements which had been awaiting my arrival at the hotel that Bob Sherman had been expected to leave the racecourse by taxi to catch the late flight to Heathrow."," Věděl jsem z celé slohy protokolů, které na mne čekaly po příletu v hotelu, že Bob Sherman měl odjet ze závodiště taxíkem, aby stihl večerní let do Heathrow."
"leave","leave","odjet","odjet","pf"," I knew from a file of statements which had been awaiting my arrival at the hotel that Bob Sherman had been expected to leave the racecourse by taxi to catch the late flight to Heathrow."," Věděl jsem z celé slohy protokolů, které na mne čekaly po příletu v hotelu, že Bob Sherman měl odjet ze závodiště taxíkem, aby stihl večerní let do Heathrow."
"catch","catch","stihl","stihnout","pf"," I knew from a file of statements which had been awaiting my arrival at the hotel that Bob Sherman had been expected to leave the racecourse by taxi to catch the late flight to Heathrow."," Věděl jsem z celé slohy protokolů, které na mne čekaly po příletu v hotelu, že Bob Sherman měl odjet ze závodiště taxíkem, aby stihl večerní let do Heathrow."
"caught","catch","nestihl","stihnout","pf"," He had not caught it."," Letadlo nestihl."
"ship","ship","poslat","poslat","pf"," ' Would n't Norway prefer to ship him home and forget about the whole nasty incident? '"," "" Pro Norsko by však bylo jednodušší poslat jeho ostatky domů a na celou ošklivou záležitost zapomenout. """
"forget","forget","zapomenout","zapomenout","pf"," ' Would n't Norway prefer to ship him home and forget about the whole nasty incident? '"," "" Pro Norsko by však bylo jednodušší poslat jeho ostatky domů a na celou ošklivou záležitost zapomenout. """
"said","say","řekl","říci","pf"," ' No, Mr Cleveland, ' he said severely."," "" Tak to ne, pane Clevelande, "" řekl přísně."
"done","do","učiněno","učinit","pf"," ' A murder has been done, and justice should follow. '"," "" Došlo k vraždě a spravedlnosti musí být učiněno zadost. """
"agree","agree","Souhlasím","souhlasit","impf"," ' I agree. '"," "" Souhlasím s vámi. """
"come","come","přijedete","přijet","pf"," ' Then - you 'll come? '"," "" Takže ... přijedete? """
"thought","think","uvažoval","uvažovat","impf"," I thought."," Chvíli jsem uvažoval."
"waited","wait","čekal","čekat","impf"," I waited without pressure, watching the crowd."," Nespěchal jsem na něho, trpělivě jsem čekal a prohlížel si diváky."
"stopped","stop","zarazil","zarazit","pf"," He stopped in mid-sentence and looked with raised eyebrows at some distant point over my left shoulder."," Vtom se uprostřed věty zarazil, povytáhl obočí a zadíval se do dálky, kamsi za moje levé rameno."
"saw","see","uviděl","uvidět","pf"," When he saw what it was - he ran away. '"," Když ji uviděl, utekl. """
"ran","run","utekl","utéci","pf"," When he saw what it was - he ran away. '"," Když ji uviděl, utekl. """
"came","come","Přišel","přijít","pf"," He came."," Přišel."
"ask","ask","nezeptáte","zeptat","pf"," Why do n't you ask him?"," Proč se ho na to nezeptáte?"
"need","need","nepotřebujeme","potřebovat","impf"," ' We do n't need it any more. '"," "" Už ji nepotřebujeme. """
"nodded","nod","přikývli","přikývnout","pf"," They nodded, smiled, shrugged, and began to load their boat on to a trailer."," Usmáli se, přikývli, pokrčili rameny a začali nakládat věci do přívěsu."
"began","begin","začali","začít","pf"," They nodded, smiled, shrugged, and began to load their boat on to a trailer."," Usmáli se, přikývli, pokrčili rameny a začali nakládat věci do přívěsu."
"load","load","nakládat","nakládat","impf"," They nodded, smiled, shrugged, and began to load their boat on to a trailer."," Usmáli se, přikývli, pokrčili rameny a začali nakládat věci do přívěsu."
"looking","look","hledat","hledat","impf"," ' Will you go on looking? '"," "" Budeš hledat dál? """
"stop","stop","nepřestával","přestávat","impf"," Arne sat shaking his head and blinking as if he would never stop."," Arne nepřestával potřásat hlavou a mrkal o sto šest."
"blinking","blink","mrkal","mrkat","impf"," Arne sat shaking his head and blinking as if he would never stop."," Arne nepřestával potřásat hlavou a mrkal o sto šest."
"invited","invite","vyzval","vyzvat","pf"," Lars Baltzersen gave me a slow stare and then invited me to explain."," Lars Baltzersen se na mne dlouze zadíval a pak mne vyzval, abych věc vysvětlil."
"explain","explain","vysvětlil","vysvětlit","pf"," Lars Baltzersen gave me a slow stare and then invited me to explain."," Lars Baltzersen se na mne dlouze zadíval a pak mne vyzval, abych věc vysvětlil."
"Take","take","vezměme","vzít","pf"," ' Take first the mechanics of that theft."," "" Tak za prvé ... vezměme v úvahu provedení krádeže."
"asked","ask","požádal","požádat","pf"," When the Chairman asked for someone to find Bob Sherman and Arne heard that you were coming yourself, he was very pleased."," Když předseda požádal váš Jockey Club o vyšetřovatele, byl celý nadšený, že poslali vás."
"heard","hear","Slyšela","slyšet","impf"," I heard him telling someone on the telephone that you had the eyes of a hawk and a mind like a razor. '"," Slyšela jsem, jak někomu po telefonu vypráví, že máte oči jestřába a úsudek jako břitva. """
"telling","tell","vypráví","vyprávět","impf"," I heard him telling someone on the telephone that you had the eyes of a hawk and a mind like a razor. '"," Slyšela jsem, jak někomu po telefonu vypráví, že máte oči jestřába a úsudek jako břitva. """
"grinned","grin","usmála","usmát","pf"," She grinned ironically, the soft light gleaming on her teeth."," Pobaveně se usmála, až se jí zuby zablýskly."
"said","say","řekla","říci","pf"," ' It 's his funeral on Thursday, ' she said."," "" Ve čtvrtek má pohřeb, "" řekla."
"nodded","nod","Přikývla","přikývnout","pf"," She nodded."," Přikývla."
"Thank","thank","děkuju","děkovat","impf"," Thank you for doing everything about bringing him home. '"," Moc vám děkuju za to, že jste ho sem dopravil. """
"watched","watch","sledoval","sledovat","impf"," Twisting on my bench seat, I watched the speedboat draw near."," Posadil jsem se bokem a sledoval blížící se loď."
"take","take","Vezmou","vzít","pf"," ' They will take us on board, ' Arne said."," "" Vezmou nás na palubu, "" řekl Arne."
"said","say","řekl","říci","pf"," ' They will take us on board, ' Arne said."," "" Vezmou nás na palubu, "" řekl Arne."
"slowing","slow","nezpomaloval","zpomalovat","impf"," The speedboat did not seem to be slowing down."," Blížící se člun nezpomaloval."
"pour","pour","nalil","nalít","pf"," I got up to pour myself some more hot strong black coffee."," Vstal jsem a nalil si další šálek dobré černé kávy."
"said","say","řekl","říci","pf"," ' Give up and go back to England, ' Knut said."," "" Vzdejte to a vraťte se do Anglie, "" řekl Knut."
"answer","answer","Neodpověděl","odpovědět","pf"," He did n't answer."," Neodpověděl."
"thought","think","Přemýšlel","přemýšlet","impf"," I thought."," Přemýšlel jsem."
"walked","walk","šli","jít","impf"," After the next race, a long distance flat race, we walked across together to the weighing room."," Po dalším dostihu ..., rovinovém ..., jsme spolu šli k vážnici."
"rode","ride","jel","jet","impf"," Paddy O'Flaherty in his brilliant woollen cap rode in front, giving a lead and setting the pace."," Paddy O ' Flaherty ve svítivě barevné čepici jel v čele a udával tempo."
"going","go","chodil","chodit","impf"," Liked going racing - so got a job going racing. '"," Rád jsem chodil na dostihy ..., tak jsem si vymyslel povolání, ke kterému to patří. """
"going","go","chodil","chodit","impf"," Liked going racing - so got a job going racing. '"," Rád jsem chodil na dostihy ..., tak jsem si vymyslel povolání, ke kterému to patří. """
"heard","hear","slyšel","slyšet","impf"," ' That 's as smart a canter over the course as I 've ever heard, and as a gossip columnist I 've heard a lot."," "" To je nejrychlejší cval k cíli, o jakém jsem kdy slyšel, a že jsem toho jako zásobovatel společenské rubriky slyšel hodně!"
"heard","hear","slyšel","slyšet","impf"," ' That 's as smart a canter over the course as I 've ever heard, and as a gossip columnist I 've heard a lot."," "" To je nejrychlejší cval k cíli, o jakém jsem kdy slyšel, a že jsem toho jako zásobovatel společenské rubriky slyšel hodně!"
"heard","hear","slyšel","slyšet","impf"," ' That 's as smart a canter over the course as I 've ever heard, and as a gossip columnist I 've heard a lot."," "" To je nejrychlejší cval k cíli, o jakém jsem kdy slyšel, a že jsem toho jako zásobovatel společenské rubriky slyšel hodně!"
"heard","hear","slyšel","slyšet","impf"," ' That 's as smart a canter over the course as I 've ever heard, and as a gossip columnist I 've heard a lot."," "" To je nejrychlejší cval k cíli, o jakém jsem kdy slyšel, a že jsem toho jako zásobovatel společenské rubriky slyšel hodně!"
"did","do","studoval","studovat","impf"," What did you read at which university? '"," Co jste nakonec studoval? """
"read","read","studoval","studovat","impf"," What did you read at which university? '"," Co jste nakonec studoval? """
"leaving","leave","nechal","nechat","pf"," He came with me up to Knut 's office, leaving Odin in charge of the car."," Doprovodil mne do Knutovy kanceláře ( Odina nechal v autě )."
"said","say","řekl","říci","pf"," ' The past is over, ' he said."," "" Minulost je minulost, "" řekl."
"asked","ask","Zeptal","zeptat","pf"," He asked me if I yet knew who killed Bob Sherman."," Zeptal se mne, jestli už vím, kdo zabil Boba Shermana."
"killed","kill","zabil","zabít","pf"," He asked me if I yet knew who killed Bob Sherman."," Zeptal se mne, jestli už vím, kdo zabil Boba Shermana."
"want","want","chcete","chtít","impf"," ' What do you want, then? '"," "" Tak co tedy ode mne chcete? """
"settled","settle","domluvil","domluvit","pf"," He settled in irritation for Sunday morning."," Neochotně si se mnou domluvil setkání na nedělní dopoledne."
"rode","ride","nejel","jet","impf"," ' I gather Rolf Torp thought he rode a bad race for him that last day. '"," "" Od Rolfa Torpa jsem vyslechl, že pro něho ten poslední den moc slavně nejel. """
"please","please","vyhovět","vyhovět","pf"," ' Rolf is sometimes hard to please. '"," "" Rolfovi je někdy těžko vyhovět. """
"turned","turn","Otočil","otočit","pf"," I turned away."," Otočil jsem se k němu."
"locked","lock","zamčeno","zamknout","pf"," He will make sure all the gates are locked for the night."," Hlídač se postará, aby bylo všude zamčeno."
"go","go","jet","jet","impf"," We can go home. '"," Můžeme jet domů. """
"drove","drive","Jeli","jet","impf"," He drove me in his sturdy Swedish Volvo back towards the city and round to his leafy urban street."," Jeli jsme jeho důkladným, zdatným švédským volvem zpět do města, do předměstské zahradní čtvrti."
"began","begin","Začal","začít","pf"," I began to swim."," Začal jsem plavat."
"swim","swim","plavat","plavat","impf"," I began to swim."," Začal jsem plavat."
"live","live","vydrží","vydržet","pf"," I knew for instance that the average human can live less than an hour in water of one degree centigrade."," Věděl jsem kupříkladu, že průměrný člověk vydrží ve vodě teploty kolem bodu mrazu pouze necelou hodinu."
"tried","try","Snažil","snažit","impf"," I tried to swim unhurriedly in long undemanding strokes, postponing the moment of exhaustion."," Snažil jsem se plavat klidným, vyrovnaným tempem, abych se příliš brzy nevyčerpal."
"swim","swim","plavat","plavat","impf"," I tried to swim unhurriedly in long undemanding strokes, postponing the moment of exhaustion."," Snažil jsem se plavat klidným, vyrovnaným tempem, abych se příliš brzy nevyčerpal."
"told","tell","Řekl","říci","pf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"told","tell","Řekl","říci","pf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"go","go","jde","jít","impf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"does","do","jde","jít","impf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"go","go","dělají","dělat","impf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"does","do","dělají","dělat","impf"," He told her to go away, but she seems to be a child who does the opposite of what she 's told."," Řekl jí, ať jde pryč, ale Liv patří zřejmě mezi děti, které dělají pravý opak toho, co jim kdo nakazuje."
"looked","look","podívala","podívat","pf"," She says she went up to the car and looked through the side window at the dog, but the dog went on looking out of the back."," Pak prý Liv došla až k autu a podívala se dovnitř oknem na psa, ale pes se díval dozadu."
"looking","look","podívala","podívat","pf"," She says she went up to the car and looked through the side window at the dog, but the dog went on looking out of the back."," Pak prý Liv došla až k autu a podívala se dovnitř oknem na psa, ale pes se díval dozadu."
"looked","look","díval","dívat","impf"," She says she went up to the car and looked through the side window at the dog, but the dog went on looking out of the back."," Pak prý Liv došla až k autu a podívala se dovnitř oknem na psa, ale pes se díval dozadu."
"looking","look","díval","dívat","impf"," She says she went up to the car and looked through the side window at the dog, but the dog went on looking out of the back."," Pak prý Liv došla až k autu a podívala se dovnitř oknem na psa, ale pes se díval dozadu."
"run","run","utíkala","utíkat","impf"," Then the man shook her and told her to run home at once and not to play near the car."," Ten člověk s ní pak zatřásl a křikl na ni, aby utíkala ihned domů a nechala auto na pokoji."
"went","go","odešel","odejít","pf"," Then he went away. '"," Pak odešel. """
"drowned","drown","utopil","utopit","pf"," ' There was me thinking Arne had drowned, while all the time he had a scuba suit on under his red anorak."," Myslel jsem, že se Arne utopil, a on měl zatím pod civilem potápěčský pryžový oblek."
"keep","keep","měl","mít","impf"," Nice snug black rubber with yellow seams, fitting right up over his head to keep him warm. '"," Černý se žlutými pruhy na švech, měl ho pod kapucí větrovky i na hlavě, aby byl pěkně v teple. """
"sitting","sit","sedím","sedět","impf"," ' Odin gives off heat like a nuclear reactor and I do n't like sitting in plastic lobbies being stared at. '"," "" Odin vyzařuje teplo jako nukleární reaktor a já nerad sedím v halách z umělé hmoty, kde si lidi jeden druhého prohlížejí. """
"started","start","začal","začít","pf"," He had started swimming, he said;"," Pak prý začal plavat."
"checked","check","Ověřila","ověřit","pf"," Have your police checked those forms? '"," Ověřila si vaše policie tyhle přihlášky? """
"said","say","řekl","říci","pf"," ' Yes, ' he said."," Pak řekl :"
"fill","fill","nevyplnil","vyplnit","pf"," ' Robert Sherman did not fill in any form. '"," "" Robert Sherman žádnou přihlášku nevyplnil. """
"said","say","Řekl","říci","pf"," His name was Charles, he said, and we walked home as friends."," Řekl, že se jmenuje Charles, a domů jsme už odcházeli jako přátelé."
"replied","reply","odpověděl","odpovědět","pf"," Arne replied in Norwegian and then repeated it in English."," Arne odpověděl norsky a pak mi to přeložil do angličtiny."
"drag","drag","protahovat","protahovat","impf"," ' The manager thought it better that the refuse collectors should not be here to see the police drag the pond."," "" Správce závodiště usoudil, že bude lepší, když tady lidi, kteří sbírají odpadky, nebudou, až se bude protahovat rybník."
"nodded","nod","přikývl","přikývnout","pf"," Baltzersen nodded."," Baltzersen přikývl."
"regretted","regret","litoval","litovat","impf"," He had taken the morning off from his timber business and looked as though he regretted it."," Uvolnil se od svého obchodování na celé dopoledne a v tu chvíli asi litoval."
"said","say","prohlásil","prohlásit","pf"," Arne said he wanted to make a telephone call before we set off to the meeting with our informer down the road."," Arne prohlásil, že si musí zatelefonovat, ještě než se vydáme na cestu k mostu."
"watched","watch","Díval","dívat","impf"," I watched him through the glass wall of the booth feeding money into the slot and talking earnestly into the mouthpiece."," Díval jsem se na něho skleněnou stěnou budky, jak vhazuje do přístroje mince, jak vážně a důrazně mluví."
"talking","talk","mluví","mluvit","impf"," I watched him through the glass wall of the booth feeding money into the slot and talking earnestly into the mouthpiece."," Díval jsem se na něho skleněnou stěnou budky, jak vhazuje do přístroje mince, jak vážně a důrazně mluví."
"watched","watch","Díval","dívat","impf"," I watched his untidy back depart forthwith through the scattered crowd towards the distant exit and felt unexpectedly vulnerable without him."," Díval jsem se za ním, jak rozevlátě odchází, a připadal jsem si najednou bez něho tuze zranitelný."
"depart","depart","odchází","odcházet","impf"," I watched his untidy back depart forthwith through the scattered crowd towards the distant exit and felt unexpectedly vulnerable without him."," Díval jsem se za ním, jak rozevlátě odchází, a připadal jsem si najednou bez něho tuze zranitelný."
"swam","swim","Plaval","plavat","impf"," I swam."," Plaval jsem."
"see","see","Nezahlédl","zahlédnout","pf"," But I could n't see a single one."," Nezahlédl jsem ani jedinou."
"said","say","řekl","říci","pf"," ' Thought you 'd changed your mind, ' he said, showing me into his office."," "" Myslel jsem, že jste si to rozmyslel, "" řekl a zavedl mne do kanceláře."
"apologising","apologise","omlouval","omlouvat","impf"," ' Had to make a detour, ' I said, apologising."," "" Musel jsem to vzít oklikou, "" omlouval jsem se."
"taken","take","vzal","vzít","pf"," Well, say for argument he had taken the bags, there he is staggering around with the swag - the stolen goods - in full view."," V případě, že by lupič vzal všechny pytle s penězi, musel by se pod tíhou toho balíku ..., tedy lupu, prohýbat, a to kdekomu na očích."
"does","do","udělal","udělat","pf"," What does he do?"," Co tedy asi udělal?"
"do","do","udělal","udělat","pf"," What does he do?"," Co tedy asi udělal?"
"find","find","Zjistil","zjistit","pf"," ' Did you find out -? '"," "" Zjistil jste ...? """
"give","give","dát","dát","pf"," Look - could you give me Knut 's home number? '"," Poslyšte ..., mohl byste mi dát Knutovo číslo domů? """
"want","want","Potřebujete","potřebovat","impf"," ' Do you want any more driving done? '"," "" Potřebujete ještě řidiče? "" zeptal se."
"stowed","stow","uložil","uložit","pf"," ' And each of you three thought one of the other two had stowed the money away safely? '"," "" Vy jste si tehdy asi všichni tři mysleli, že někdo z těch zbývajících dvou ty peníze už uložil, ne? """
"told","tell","Vyprávěl","vyprávět","impf"," I told him about the boat in the fjord, the knife in Chelsea, the bomb in Erik 's car."," Vyprávěl jsem mu o člunu ve fjordu, o noži v Chelsea a o bombě v Erikově autě."
"feel","feel","cítil","cítit","impf"," I could almost feel him thinking, suffering, working it all out."," Skoro jsem cítil, jak se mu v hlavě otáčejí kolečka, jak trpí, jak si to všechno přebírá."
"Excuse","excuse","Omluvte","omluvit","pf"," Excuse me while I send a team to do that. '"," Omluvte mne na okamžik, musím tam své lidi poslat. """
"send","send","poslat","poslat","pf"," Excuse me while I send a team to do that. '"," Omluvte mne na okamžik, musím tam své lidi poslat. """
"found","find","Našlo","najít","pf"," ' We 've found Arne 's car."," "" Našlo se Arneho auto."
"said","say","řekl","říci","pf"," ' That is all, then, ' he said."," "" Tím to končí, "" řekl."
"like","like","chcete","chtít","impf"," Whatever you like. '"," Řekněte mi, co bylo, povídejte, co chcete. """
"waited","wait","čekal","čekat","impf"," I waited a long time."," Dlouho, trpělivě jsem čekal."
"nodded","nod","Přikývl","přikývnout","pf"," I nodded."," Přikývl jsem."
"saw","see","Viděl","vidět","impf"," ' I saw the race. '"," "" Viděl jsem ten dostih. """
"wanted","want","chtěl","chtít","impf"," Bob Sherman wanted to ride it, but I would have got someone else anyway."," Bob Sherman toho koně chtěl jet, ale já bych posadil do sedla někoho jiného v každém případě."
"ride","ride","jet","jet","impf"," Bob Sherman wanted to ride it, but I would have got someone else anyway."," Bob Sherman toho koně chtěl jet, ale já bych posadil do sedla někoho jiného v každém případě."
"said","say","řekl","říci","pf"," ' Coming here has been a waste of your time, ' he said."," "" Zbytečně jste se mnou ztrácel čas, "" řekl."
"explained","explain","vysvětlit","vysvětlit","pf"," I would n't have minded, but explained about the jockey Club."," Docela by mne to bavilo, ale musel jsem odmítnout a vysvětlit, že patřím Jockey Clubu."
"said","say","řekl","říci","pf"," ' Pity, ' he said."," "" Škoda, "" řekl."
"commissioned","commission","objednala","objednat","pf"," He knew exactly which company had commissioned the analysis, and he knew roughly from where the core had been taken."," Věděl přesně, která společnost si rozbor objednala, a věděl zhruba, z kterého vrtu je."
"pointing","point","ukázal","ukázat","pf"," ' There, ' he said finally, pointing with his finger."," "" Tady je to, "" ukázal prstem."
"paid","pay","Zaplatil","zaplatit","pf"," I paid off my taxi driver."," Zaplatil jsem taxikáři."
"go","go","jet","jet","impf"," ' I can go back on a tram. '"," "" Můžu jet tramvají. """
"think","think","Myslím","myslet","impf"," ' But I do not think that my husband would like - '"," "" Myslím, že by si můj manžel nepřál ... """
"going","go","odjede","odjet","pf"," ' Oh - He is going straight back with the friends."," "" Ano ..., ale on už se nevrátí, s přáteli odjede."
"put","put","Položil","položit","pf"," I put down the receiver."," Položil jsem telefon."
"telling","tell","vyprávěl","vyprávět","impf"," I have been so grieved - I was telling Kari - '"," Byl jsem tak zoufalý ..., vyprávěl jsem Kari ... """
"smiled","smile","usmál","usmát","pf"," Even the policeman smiled."," I policista se usmál."
"told","tell","vyprávěl","vyprávět","impf"," ' I was picked up by some fisherman near Nesodden, ' Arne told him."," "" Mne vylovili rybáři blízko Nesoddenu, "" vyprávěl Arne."
"reported","report","ohlásil","ohlásit","pf"," ' I reported the accident to the police there."," "" Tam jsem ohlásil také nehodu na policii."
"went","go","Šli","jít","impf"," We went in to dinner."," Šli jsme na večeři."
"did","do","dělal","dělat","impf"," ' What did I do after the races? ' he repeated."," "" Co jsem dělal po dostihách? "" opakoval po mně otázku."
"do","do","dělal","dělat","impf"," ' What did I do after the races? ' he repeated."," "" Co jsem dělal po dostihách? "" opakoval po mně otázku."
"repeated","repeat","opakoval","opakovat","impf"," ' What did I do after the races? ' he repeated."," "" Co jsem dělal po dostihách? "" opakoval po mně otázku."
"do","do","dělám","dělat","impf"," ' Same as I always do."," "" Co dělám vždycky."
"saw","see","postarám","postarat","pf"," Took the runners home, squared e 'm up and saw to their scoff. '"," Odvezu koně do stájí a postarám se o ně. """
"sprang","spring","nepramení","pramenit","impf"," I wondered if part of his fury sprang from unnecessary guilt that he had n't been young and strong enough to defend or rescue her from two aggressive toughs."," Napadlo mne, jestli síla toho hněvu nepramení z neoprávněného pocitu viny, možná se cítí provinile, protože není dost mladý a silný, aby Emmu proti násilníkům ubránil."
"saw","see","neviděl","vidět","impf"," Amends in the shape of effort and expense were what he was offering, and I saw no reason to dissuade him from a journey which would bring him mental ease even if no concretely helpful results."," Chtěl to napravit činy a finančními oběťmi a já neviděl žádný důvod mu cestu do Norska vymlouvat, protože jsem věděl, že mu přinese úlevu, i když se nic nezjistí."
"bring","bring","přinese","přinést","pf"," Amends in the shape of effort and expense were what he was offering, and I saw no reason to dissuade him from a journey which would bring him mental ease even if no concretely helpful results."," Chtěl to napravit činy a finančními oběťmi a já neviděl žádný důvod mu cestu do Norska vymlouvat, protože jsem věděl, že mu přinese úlevu, i když se nic nezjistí."
"like","like","chcete","chtít","impf"," ' I 'll fix it for you, if you like, ' I said."," "" Pokud chcete, zařídím to, "" nabídl jsem se."
"fix","fix","zařídím","zařídit","pf"," ' I 'll fix it for you, if you like, ' I said."," "" Pokud chcete, zařídím to, "" nabídl jsem se."
"asked","ask","zeptal","zeptat","pf"," I picked splinters of glass out of the hair on the back of my head and asked him if it was insured."," Vytřepal jsem si střepy z vlasů a zeptal se Erika, jestli měl vůz pojištěný."
"found","find","našlo","najít","pf"," ' I think, ' I said, ' It was because Bob Sherman was found, and whatever it was that was missing was n't found with him. '"," "" Nejspíš proto, že se našlo tělo Boba Shermana a to, co se hledalo, u sebe neměl. """
"found","find","našlo","najít","pf"," ' I think, ' I said, ' It was because Bob Sherman was found, and whatever it was that was missing was n't found with him. '"," "" Nejspíš proto, že se našlo tělo Boba Shermana a to, co se hledalo, u sebe neměl. """
"think","think","neměl","mít","impf"," ' I think, ' I said, ' It was because Bob Sherman was found, and whatever it was that was missing was n't found with him. '"," "" Nejspíš proto, že se našlo tělo Boba Shermana a to, co se hledalo, u sebe neměl. """
